1759820219772,VALUE,0.0
1759820224768,VALUE,0.0
1759820229768,VALUE,0.0
1759820234770,VALUE,0.0
1759820239767,VALUE,0.0
1759820244768,VALUE,0.0
1759820249763,VALUE,0.0
1759820254767,VALUE,0.0
1759820259776,VALUE,0.0
1759820264766,VALUE,0.0
1759820269764,VALUE,0.0
1759820274766,VALUE,0.0
1759820279761,VALUE,0.0
1759820284772,VALUE,0.0
1759820289766,VALUE,0.0
1759820294767,VALUE,0.0
1759820299767,VALUE,0.0
1759820304767,VALUE,0.0
1759820309762,VALUE,0.0
1759820314767,VALUE,0.0
1759820319767,VALUE,0.0
1759820324776,VALUE,0.0
1759820329766,VALUE,0.0
1759820334774,VALUE,0.0
1759820339765,VALUE,0.0
1759820344765,VALUE,0.0
1759820349763,VALUE,0.0
1759820354760,VALUE,0.0
1759820359762,VALUE,0.0
1759820364769,VALUE,0.0
1759820369763,VALUE,0.0
1759820374771,VALUE,0.0
1759820379759,VALUE,0.0
1759820384769,VALUE,0.0
1759820389765,VALUE,0.0
1759820394769,VALUE,0.0
1759820399761,VALUE,0.0
1759820404764,VALUE,0.0
1759820409760,VALUE,0.0
1759820414764,VALUE,0.0
1759820419760,VALUE,0.0
1759820424770,VALUE,0.0
1759820429763,VALUE,0.0
1759820434763,VALUE,0.0
1759820439767,VALUE,0.0
1759820444763,VALUE,0.0
1759820449760,VALUE,0.0
1759820454760,VALUE,0.0
1759820459759,VALUE,0.0
1759820464764,VALUE,0.0
1759820469761,VALUE,0.0
1759820474756,VALUE,0.0
1759820479761,VALUE,0.0
1759820484761,VALUE,0.0
1759820489762,VALUE,0.0
1759820494764,VALUE,0.0
1759820499760,VALUE,0.0
1759820504762,VALUE,0.0
1759820509759,VALUE,0.0
1759820514762,VALUE,0.0
1759820519760,VALUE,0.0
1759820524760,VALUE,0.0
1759820529757,VALUE,0.0
1759820534760,VALUE,0.0
1759820539755,VALUE,0.0
1759820544760,VALUE,0.0
1759820549760,VALUE,0.0
1759820554761,VALUE,0.0
1759820559759,VALUE,0.0
1759820564763,VALUE,0.0
1759820569757,VALUE,0.0
1759820574760,VALUE,0.0
1759820579759,VALUE,0.0
1759820584766,VALUE,0.0
1759820589769,VALUE,0.0
1759820594783,VALUE,0.0
1759820599760,VALUE,0.0
1759820604759,VALUE,0.0
1759820609755,VALUE,0.0
1759820614759,VALUE,0.0
1759820619756,VALUE,0.0
1759820624755,VALUE,0.0
1759820629761,VALUE,0.0
1759820634760,VALUE,0.0
1759820639758,VALUE,0.0
1759820644771,VALUE,0.0
1759820649757,VALUE,0.0
1759820654756,VALUE,0.0
1759820659752,VALUE,0.0
1759820664757,VALUE,0.0
1759820669753,VALUE,0.0
1759820674756,VALUE,0.0
1759820679753,VALUE,0.0
1759820684758,VALUE,0.0
1759820689753,VALUE,0.0
1759820694756,VALUE,0.0
1759820699754,VALUE,0.0
1759820704756,VALUE,0.0
1759820709756,VALUE,0.0
1759820714756,VALUE,0.0
1759820719755,VALUE,0.0
1759820724752,VALUE,0.0
1759820729752,VALUE,0.0
1759820734752,VALUE,0.0
1759820739750,VALUE,0.0
1759820744755,VALUE,0.0
